Código Departamento|Código Municipio|Código Centro Poblado|Nombre Departamento|Nombre Municipio|Nombre Centro Poblado|Tipo Centro Poblado|Longitud|Latitud|Nombre Distrito|Municipio/Áreas No Municipalizadas (ANM)|Nombre Área Metropolitana
05|05001|05001000|ANTIOQUIA|MEDELLÍN|MEDELLÍN|CABECERA MUNICIPAL|-75.58171333|6.246715564||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001001|ANTIOQUIA|MEDELLÍN|PALMITAS|CENTRO POBLADO|-75.69003897|6.343340893||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001004|ANTIOQUIA|MEDELLÍN|SANTA ELENA|CENTRO POBLADO|-75.50191439|6.209717879||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001009|ANTIOQUIA|MEDELLÍN|ALTAVISTA|CENTRO POBLADO|-75.62855561|6.223149943||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001010|ANTIOQUIA|MEDELLÍN|AGUAS FRÍAS|CENTRO POBLADO|-75.63526057|6.232665008||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001012|ANTIOQUIA|MEDELLÍN|LA LOMA|CENTRO POBLADO|-75.62975024|6.268909548||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001013|ANTIOQUIA|MEDELLÍN|SAN JOSÉ DEL MANZANILLO|CENTRO POBLADO|-75.61325372|6.205992383||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001014|ANTIOQUIA|MEDELLÍN|BARRO BLANCO|CENTRO POBLADO|-75.47752748|6.235244758||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001015|ANTIOQUIA|MEDELLÍN|EL CERRO|CENTRO POBLADO|-75.49104101|6.202030529||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001017|ANTIOQUIA|MEDELLÍN|EL PATIO|CENTRO POBLADO|-75.65111046|6.277840544||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001018|ANTIOQUIA|MEDELLÍN|EL PLACER|CENTRO POBLADO|-75.49301645|6.22476175||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001019|ANTIOQUIA|MEDELLÍN|EL PLAN|CENTRO POBLADO|-75.51837035|6.204359405||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001022|ANTIOQUIA|MEDELLÍN|LA ALDEA|CENTRO POBLADO|-75.70316366|6.342891306||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001023|ANTIOQUIA|MEDELLÍN|LA CUCHILLA|CENTRO POBLADO|-75.6535601|6.293513493||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001025|ANTIOQUIA|MEDELLÍN|LA PALMA|CENTRO POBLADO|-75.6480765|6.273406098||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001027|ANTIOQUIA|MEDELLÍN|LAS PLAYAS|CENTRO POBLADO|-75.64930343|6.284455734||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001029|ANTIOQUIA|MEDELLÍN|PIEDRA GORDA|CENTRO POBLADO|-75.49818439|6.234891108||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001031|ANTIOQUIA|MEDELLÍN|POTRERITO|CENTRO POBLADO|-75.66790634|6.183075841||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001032|ANTIOQUIA|MEDELLÍN|TRAVESÍAS|CENTRO POBLADO|-75.64311277|6.287035647||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001033|ANTIOQUIA|MEDELLÍN|URQUITA|CENTRO POBLADO|-75.70145141|6.369324039||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001035|ANTIOQUIA|MEDELLÍN|BOQUERÓN|CENTRO POBLADO|-75.65785076|6.315867556||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001039|ANTIOQUIA|MEDELLÍN|EL LLANO 1|CENTRO POBLADO|-75.64949216|6.294505904||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001040|ANTIOQUIA|MEDELLÍN|EL LLANO|CENTRO POBLADO|-75.50332189|6.198305504||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001048|ANTIOQUIA|MEDELLÍN|LA VERDE|CENTRO POBLADO|-75.6390037|6.189957608||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001052|ANTIOQUIA|MEDELLÍN|MATASANO|CENTRO POBLADO|-75.49357751|6.258862373||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001054|ANTIOQUIA|MEDELLÍN|MATASANO 2|CENTRO POBLADO|-75.50543702|6.267348337||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001055|ANTIOQUIA|MEDELLÍN|MAZO|CENTRO POBLADO|-75.49872337|6.248319911||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001057|ANTIOQUIA|MEDELLÍN|MEDIA LUNA|CENTRO POBLADO|-75.51600194|6.240247568||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05001|05001066|ANTIOQUIA|MEDELLÍN|LAS CAMELIAS|CENTRO POBLADO|-75.64337736|6.196729362||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05002|05002000|ANTIOQUIA|ABEJORRAL|ABEJORRAL|CABECERA MUNICIPAL|-75.4287381|5.789304485||MUNICIPIO|
05|05002|05002002|ANTIOQUIA|ABEJORRAL|PANTANILLO|CENTRO POBLADO|-75.49077728|5.730251957||MUNICIPIO|
05|05002|05002004|ANTIOQUIA|ABEJORRAL|NARANJAL - LAS FONDAS|CENTRO POBLADO|-75.51416981|5.763411112||MUNICIPIO|
05|05002|05002016|ANTIOQUIA|ABEJORRAL|LAS CANOAS|CENTRO POBLADO|-75.42907092|5.782187837||MUNICIPIO|
05|05004|05004000|ANTIOQUIA|ABRIAQUÍ|ABRIAQUÍ|CABECERA MUNICIPAL|-76.06470346|6.631806452||MUNICIPIO|
05|05004|05004003|ANTIOQUIA|ABRIAQUÍ|POTREROS SECTOR 1|CENTRO POBLADO|-76.08939291|6.674479718||MUNICIPIO|
05|05021|05021000|ANTIOQUIA|ALEJANDRÍA|ALEJANDRÍA|CABECERA MUNICIPAL|-75.1413329|6.376065676||MUNICIPIO|
05|05030|05030000|ANTIOQUIA|AMAGÁ|AMAGÁ|CABECERA MUNICIPAL|-75.70194607|6.038808575||MUNICIPIO|
05|05030|05030001|ANTIOQUIA|AMAGÁ|CAMILO C|CENTRO POBLADO|-75.69848799|6.026673146||MUNICIPIO|
05|05030|05030003|ANTIOQUIA|AMAGÁ|LA CLARITA|CENTRO POBLADO|-75.69965113|6.068891917||MUNICIPIO|
05|05030|05030004|ANTIOQUIA|AMAGÁ|LA FERREIRA|CENTRO POBLADO|-75.70927431|6.063386992||MUNICIPIO|
05|05030|05030005|ANTIOQUIA|AMAGÁ|LA GUALÍ|CENTRO POBLADO|-75.70687009|6.057367563||MUNICIPIO|
05|05030|05030006|ANTIOQUIA|AMAGÁ|PIEDECUESTA|CENTRO POBLADO|-75.69346024|6.049991763||MUNICIPIO|
05|05030|05030011|ANTIOQUIA|AMAGÁ|MINAS|CENTRO POBLADO|-75.70114478|6.077572778||MUNICIPIO|
05|05030|05030012|ANTIOQUIA|AMAGÁ|CAMILO C - ALTO DE LA VIRGEN|CENTRO POBLADO|-75.7031062|6.027291093||MUNICIPIO|
05|05030|05030013|ANTIOQUIA|AMAGÁ|PIEDECUESTA - MANI DE LAS CASAS|CENTRO POBLADO|-75.69392543|6.0550062||MUNICIPIO|
05|05031|05031000|ANTIOQUIA|AMALFI|AMALFI|CABECERA MUNICIPAL|-75.08252428|6.912304726||MUNICIPIO|
05|05031|05031004|ANTIOQUIA|AMALFI|PORTACHUELO|CENTRO POBLADO|-74.92644973|6.801677929||MUNICIPIO|
05|05034|05034000|ANTIOQUIA|ANDES|ANDES|CABECERA MUNICIPAL|-75.87879189|5.656774852||MUNICIPIO|
05|05034|05034001|ANTIOQUIA|ANDES|BUENOS AIRES|CENTRO POBLADO|-75.83555569|5.682854623||MUNICIPIO|
05|05034|05034003|ANTIOQUIA|ANDES|SAN JOSÉ|CENTRO POBLADO|-75.87035528|5.736089447||MUNICIPIO|
05|05034|05034006|ANTIOQUIA|ANDES|SANTA RITA|CENTRO POBLADO|-75.91733765|5.612618663||MUNICIPIO|
05|05034|05034007|ANTIOQUIA|ANDES|TAPARTÓ|CENTRO POBLADO|-75.96505506|5.700929046||MUNICIPIO|
05|05034|05034012|ANTIOQUIA|ANDES|SANTA INÉS|CENTRO POBLADO|-75.89990388|5.563851219||MUNICIPIO|
05|05034|05034014|ANTIOQUIA|ANDES|SAN BARTOLO|CENTRO POBLADO|-75.85341782|5.637615125||MUNICIPIO|
05|05034|05034015|ANTIOQUIA|ANDES|LA CHAPARRALA - LA UNIÓN|CENTRO POBLADO|-75.9244713|5.652848055||MUNICIPIO|
05|05036|05036000|ANTIOQUIA|ANGELÓPOLIS|ANGELÓPOLIS|CABECERA MUNICIPAL|-75.71135114|6.109614368||MUNICIPIO|
05|05036|05036001|ANTIOQUIA|ANGELÓPOLIS|LA ESTACIÓN|CENTRO POBLADO|-75.70341613|6.084546907||MUNICIPIO|
05|05036|05036006|ANTIOQUIA|ANGELÓPOLIS|SANTA RITA|CENTRO POBLADO|-75.70974627|6.099416862||MUNICIPIO|
05|05036|05036011|ANTIOQUIA|ANGELÓPOLIS|CIENAGUITA|CENTRO POBLADO|-75.74882558|6.119026946||MUNICIPIO|
05|05038|05038000|ANTIOQUIA|ANGOSTURA|ANGOSTURA|CABECERA MUNICIPAL|-75.33511597|6.885174591||MUNICIPIO|
05|05038|05038008|ANTIOQUIA|ANGOSTURA|LLANOS DE CUIBA|CENTRO POBLADO|-75.48745897|6.812974967||MUNICIPIO|
05|05040|05040000|ANTIOQUIA|ANORÍ|ANORÍ|CABECERA MUNICIPAL|-75.14834842|7.074707669||MUNICIPIO|
05|05040|05040002|ANTIOQUIA|ANORÍ|LIBERIA|CENTRO POBLADO|-74.99885318|7.381643021||MUNICIPIO|
05|05040|05040003|ANTIOQUIA|ANORÍ|MONTEFRÍO|CENTRO POBLADO|-75.14335148|6.952197947||MUNICIPIO|
05|05042|05042000|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|CABECERA MUNICIPAL|-75.82707907|6.556533296||MUNICIPIO|
05|05042|05042002|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|LAURELES|CENTRO POBLADO|-75.94797473|6.490918966||MUNICIPIO|
05|05042|05042006|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|EL PESCADO|CENTRO POBLADO|-75.9098292|6.495078301||MUNICIPIO|
05|05042|05042007|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|SABANAS|CENTRO POBLADO|-75.91235907|6.461263314||MUNICIPIO|
05|05042|05042008|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|KILOMETRO 2|CENTRO POBLADO|-75.84644089|6.560421049||MUNICIPIO|
05|05042|05042009|ANTIOQUIA|SANTA FÉ DE ANTIOQUIA|PASO REAL|CENTRO POBLADO|-75.81821591|6.515186084||MUNICIPIO|
05|05044|05044000|ANTIOQUIA|ANZÁ|ANZÁ|CABECERA MUNICIPAL|-75.85444158|6.302658359||MUNICIPIO|
05|05044|05044001|ANTIOQUIA|ANZÁ|GUINTAR|CENTRO POBLADO|-75.95613217|6.302090164||MUNICIPIO|
05|05044|05044005|ANTIOQUIA|ANZÁ|LA CEJITA|CENTRO POBLADO|-75.91099095|6.326756818||MUNICIPIO|
05|05044|05044006|ANTIOQUIA|ANZÁ|LA HIGUINA|CENTRO POBLADO|-75.85140932|6.367510068||MUNICIPIO|
05|05045|05045000|ANTIOQUIA|APARTADÓ|APARTADÓ|CABECERA MUNICIPAL|-76.62596065|7.883417406||MUNICIPIO|
05|05045|05045001|ANTIOQUIA|APARTADÓ|SAN JOSÉ DE APARTADÓ|CENTRO POBLADO|-76.56244473|7.883803068||MUNICIPIO|
05|05045|05045002|ANTIOQUIA|APARTADÓ|CHURIDÓ|CENTRO POBLADO|-76.66883746|7.864565017||MUNICIPIO|
05|05045|05045003|ANTIOQUIA|APARTADÓ|ZUNGO CARRETERA|CENTRO POBLADO|-76.64896504|7.82373643||MUNICIPIO|
05|05045|05045007|ANTIOQUIA|APARTADÓ|LOS NARANJALES|CENTRO POBLADO|-76.71323001|7.819320744||MUNICIPIO|
05|05045|05045008|ANTIOQUIA|APARTADÓ|VIJAGUAL|CENTRO POBLADO|-76.65838732|7.790084794||MUNICIPIO|
05|05045|05045009|ANTIOQUIA|APARTADÓ|EL REPOSO|CENTRO POBLADO|-76.65385576|7.799433277||MUNICIPIO|
05|05045|05045010|ANTIOQUIA|APARTADÓ|BAJO DEL OSO|CENTRO POBLADO|-76.62529999|7.910059099||MUNICIPIO|
05|05045|05045011|ANTIOQUIA|APARTADÓ|EL SALVADOR|CENTRO POBLADO|-76.64874596|7.877707322||MUNICIPIO|
05|05045|05045014|ANTIOQUIA|APARTADÓ|PUERTO GIRÓN|CENTRO POBLADO|-76.73708253|7.905640235||MUNICIPIO|
05|05045|05045015|ANTIOQUIA|APARTADÓ|LOMA VERDE|CENTRO POBLADO|-76.64360725|7.823986306||MUNICIPIO|
05|05045|05045016|ANTIOQUIA|APARTADÓ|SAN PABLO|CENTRO POBLADO|-76.71470197|7.897865262||MUNICIPIO|
05|05051|05051000|ANTIOQUIA|ARBOLETES|ARBOLETES|CABECERA MUNICIPAL|-76.4270568|8.850567734||MUNICIPIO|
05|05051|05051001|ANTIOQUIA|ARBOLETES|BUENOS AIRES|CENTRO POBLADO|-76.28264752|8.611245796||MUNICIPIO|
05|05051|05051003|ANTIOQUIA|ARBOLETES|EL CARMELO|CENTRO POBLADO|-76.38179906|8.616419331||MUNICIPIO|
05|05051|05051005|ANTIOQUIA|ARBOLETES|LAS NARANJITAS|CENTRO POBLADO|-76.33345274|8.529287736||MUNICIPIO|
05|05051|05051008|ANTIOQUIA|ARBOLETES|EL YESO|CENTRO POBLADO|-76.47647869|8.616277326||MUNICIPIO|
05|05051|05051009|ANTIOQUIA|ARBOLETES|LA TRINIDAD|CENTRO POBLADO|-76.50892669|8.624776466||MUNICIPIO|
05|05051|05051010|ANTIOQUIA|ARBOLETES|LAS PLATAS (SANTAFÉ)|CENTRO POBLADO|-76.44048746|8.580922381||MUNICIPIO|
05|05051|05051011|ANTIOQUIA|ARBOLETES|LA CANDELARIA|CENTRO POBLADO|-76.45023205|8.656526863||MUNICIPIO|
05|05051|05051014|ANTIOQUIA|ARBOLETES|EL GUADUAL|CENTRO POBLADO|-76.38453547|8.486736336||MUNICIPIO|
05|05055|05055000|ANTIOQUIA|ARGELIA|ARGELIA|CABECERA MUNICIPAL|-75.14174146|5.730671879||MUNICIPIO|
05|05059|05059000|ANTIOQUIA|ARMENIA|ARMENIA|CABECERA MUNICIPAL|-75.78683783|6.155818729||MUNICIPIO|
05|05059|05059001|ANTIOQUIA|ARMENIA|LA HERRADURA|CENTRO POBLADO|-75.80665129|6.146585799||MUNICIPIO|
05|05059|05059003|ANTIOQUIA|ARMENIA|EL SOCORRO|CENTRO POBLADO|-75.78512206|6.14617635||MUNICIPIO|
05|05059|05059006|ANTIOQUIA|ARMENIA|FILO SECO|CENTRO POBLADO|-75.81193934|6.142616429||MUNICIPIO|
05|05059|05059009|ANTIOQUIA|ARMENIA|PALMICHAL|CENTRO POBLADO|-75.80671538|6.159531923||MUNICIPIO|
05|05079|05079000|ANTIOQUIA|BARBOSA|BARBOSA|CABECERA MUNICIPAL|-75.33164423|6.439226882||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079001|ANTIOQUIA|BARBOSA|HATILLO|CENTRO POBLADO|-75.39210821|6.410172592||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079005|ANTIOQUIA|BARBOSA|PLATANITO|CENTRO POBLADO|-75.40686372|6.405180658||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079008|ANTIOQUIA|BARBOSA|ISAZA|CENTRO POBLADO|-75.36210143|6.420167707||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079014|ANTIOQUIA|BARBOSA|POPALITO|CENTRO POBLADO|-75.28427467|6.472849787||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079016|ANTIOQUIA|BARBOSA|YARUMITO|CENTRO POBLADO|-75.30373386|6.457457349||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079017|ANTIOQUIA|BARBOSA|TABLAZO - HATILLO|CENTRO POBLADO|-75.41330518|6.418864877||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079018|ANTIOQUIA|BARBOSA|EL PARAISO|CENTRO POBLADO|-75.41486583|6.413142109||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079019|ANTIOQUIA|BARBOSA|EL SALADITO|CENTRO POBLADO|-75.40184489|6.407348405||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079020|ANTIOQUIA|BARBOSA|LOMITA 1|CENTRO POBLADO|-75.40698594|6.418250003||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079021|ANTIOQUIA|BARBOSA|LOMITA 2|CENTRO POBLADO|-75.40777304|6.415727651||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079022|ANTIOQUIA|BARBOSA|LA PRIMAVERA|CENTRO POBLADO|-75.40636393|6.413749234||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05079|05079023|ANTIOQUIA|BARBOSA|TAMBORCITO|CENTRO POBLADO|-75.31181725|6.451622965||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05086|05086000|ANTIOQUIA|BELMIRA|BELMIRA|CABECERA MUNICIPAL|-75.66737413|6.606159502||MUNICIPIO|
05|05086|05086001|ANTIOQUIA|BELMIRA|LABORES|CENTRO POBLADO|-75.61250749|6.709798276||MUNICIPIO|
05|05086|05086003|ANTIOQUIA|BELMIRA|RÍO ARRIBA|CENTRO POBLADO|-75.67181344|6.613337884||MUNICIPIO|
05|05088|05088000|ANTIOQUIA|BELLO|BELLO|CABECERA MUNICIPAL|-75.55466507|6.334068836||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088008|ANTIOQUIA|BELLO|POTRERITO|CENTRO POBLADO|-75.58112527|6.331288855||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088013|ANTIOQUIA|BELLO|SAN FÉLIX|CENTRO POBLADO|-75.60840473|6.340501762||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088018|ANTIOQUIA|BELLO|EL PINAR|CENTRO POBLADO|-75.53008751|6.301091562||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088020|ANTIOQUIA|BELLO|EL ALBERGUE|CENTRO POBLADO|-75.53646389|6.307061864||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088022|ANTIOQUIA|BELLO|LA CHINA|CENTRO POBLADO|-75.61471363|6.398127773||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05088|05088023|ANTIOQUIA|BELLO|LA UNIÓN|CENTRO POBLADO|-75.62122522|6.382430353||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05091|05091000|ANTIOQUIA|BETANIA|BETANIA|CABECERA MUNICIPAL|-75.97554408|5.74474718||MUNICIPIO|
05|05091|05091003|ANTIOQUIA|BETANIA|SAN LUIS|CENTRO POBLADO|-75.98642331|5.753500369||MUNICIPIO|
05|05093|05093000|ANTIOQUIA|BETULIA|BETULIA|CABECERA MUNICIPAL|-75.98451587|6.115255594||MUNICIPIO|
05|05093|05093001|ANTIOQUIA|BETULIA|ALTAMIRA|CENTRO POBLADO|-75.94924713|6.21965698||MUNICIPIO|
05|05101|05101000|ANTIOQUIA|CIUDAD BOLÍVAR|CIUDAD BOLÍVAR|CABECERA MUNICIPAL|-76.02150921|5.850273232||MUNICIPIO|
05|05101|05101002|ANTIOQUIA|CIUDAD BOLÍVAR|SAN BERNARDO DE LOS FARALLONES|CENTRO POBLADO|-76.0293877|5.799898116||MUNICIPIO|
05|05101|05101006|ANTIOQUIA|CIUDAD BOLÍVAR|ALFONSO LÓPEZ (SAN GREGORIO)|CENTRO POBLADO|-75.95706055|5.895614342||MUNICIPIO|
05|05101|05101008|ANTIOQUIA|CIUDAD BOLÍVAR|VILLA ALEGRÍA|CENTRO POBLADO|-76.01359148|5.783205204||MUNICIPIO|
05|05101|05101010|ANTIOQUIA|CIUDAD BOLÍVAR|EL CABRERO - BOLÍVAR ARRIBA|CENTRO POBLADO|-76.03565296|5.865982827||MUNICIPIO|
05|05107|05107000|ANTIOQUIA|BRICEÑO|BRICEÑO|CABECERA MUNICIPAL|-75.54813022|7.114882947||MUNICIPIO|
05|05107|05107001|ANTIOQUIA|BRICEÑO|BERLÍN (PUEBLO NUEVO)|CENTRO POBLADO|-75.62593227|7.107589706||MUNICIPIO|
05|05107|05107002|ANTIOQUIA|BRICEÑO|EL ROBLAL|CENTRO POBLADO|-75.58677463|7.137652637||MUNICIPIO|
05|05107|05107003|ANTIOQUIA|BRICEÑO|LAS AURAS|CENTRO POBLADO|-75.51521671|7.193789386||MUNICIPIO|
05|05107|05107004|ANTIOQUIA|BRICEÑO|TRAVESIAS|CENTRO POBLADO|-75.57176985|7.133971538||MUNICIPIO|
05|05113|05113000|ANTIOQUIA|BURITICÁ|BURITICÁ|CABECERA MUNICIPAL|-75.90753473|6.719735175||MUNICIPIO|
05|05113|05113001|ANTIOQUIA|BURITICÁ|EL NARANJO|CENTRO POBLADO|-75.90188871|6.689040758||MUNICIPIO|
05|05113|05113002|ANTIOQUIA|BURITICÁ|GUARCO|CENTRO POBLADO|-75.94171785|6.727221032||MUNICIPIO|
05|05113|05113003|ANTIOQUIA|BURITICÁ|TABACAL|CENTRO POBLADO|-75.91449939|6.805926922||MUNICIPIO|
05|05113|05113004|ANTIOQUIA|BURITICÁ|LLANOS DE URARCO|CENTRO POBLADO|-75.91696054|6.910787259||MUNICIPIO|
05|05113|05113005|ANTIOQUIA|BURITICÁ|LA ANGELINA|CENTRO POBLADO|-75.84799947|6.694492845||MUNICIPIO|
05|05113|05113008|ANTIOQUIA|BURITICÁ|LA MARIELA|CENTRO POBLADO|-75.90651025|6.726919526||MUNICIPIO|
05|05120|05120000|ANTIOQUIA|CÁCERES|CÁCERES|CABECERA MUNICIPAL|-75.35235749|7.578315451||MUNICIPIO|
05|05120|05120002|ANTIOQUIA|CÁCERES|EL JARDÍN (TAMANÁ)|CENTRO POBLADO|-75.2538883|7.754773575||MUNICIPIO|
05|05120|05120003|ANTIOQUIA|CÁCERES|GUARUMO|CENTRO POBLADO|-75.20966421|7.852761848||MUNICIPIO|
05|05120|05120004|ANTIOQUIA|CÁCERES|MANIZALES|CENTRO POBLADO|-75.41436144|7.836837561||MUNICIPIO|
05|05120|05120006|ANTIOQUIA|CÁCERES|PUERTO BÉLGICA|CENTRO POBLADO|-75.28467028|7.66508239||MUNICIPIO|
05|05120|05120010|ANTIOQUIA|CÁCERES|PIAMONTE|CENTRO POBLADO|-75.20558406|7.782877045||MUNICIPIO|
05|05120|05120012|ANTIOQUIA|CÁCERES|RÍO MAN|CENTRO POBLADO|-75.20810256|7.944450031||MUNICIPIO|
05|05120|05120013|ANTIOQUIA|CÁCERES|LAS PAMPAS|CENTRO POBLADO|-75.27252979|7.715563619||MUNICIPIO|
05|05120|05120014|ANTIOQUIA|CÁCERES|NICARAGUA|CENTRO POBLADO|-75.38385158|7.734581656||MUNICIPIO|
05|05120|05120015|ANTIOQUIA|CÁCERES|PUERTO SANTO|CENTRO POBLADO|-75.20457657|7.801288021||MUNICIPIO|
05|05125|05125000|ANTIOQUIA|CAICEDO|CAICEDO|CABECERA MUNICIPAL|-75.98281889|6.405567003||MUNICIPIO|
05|05129|05129000|ANTIOQUIA|CALDAS|CALDAS|CABECERA MUNICIPAL|-75.63361872|6.091296966||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129001|ANTIOQUIA|CALDAS|EL CAÑO|CENTRO POBLADO|-75.64052895|6.107706193||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129002|ANTIOQUIA|CALDAS|LA RAYA|CENTRO POBLADO|-75.63991344|6.110436064||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129004|ANTIOQUIA|CALDAS|LA MIEL|CENTRO POBLADO|-75.62223694|6.10258685||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129005|ANTIOQUIA|CALDAS|LA CORRALITA|CENTRO POBLADO|-75.62091004|6.088312488||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129006|ANTIOQUIA|CALDAS|LA PRIMAVERA|CENTRO POBLADO|-75.63608398|6.067611707||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129007|ANTIOQUIA|CALDAS|EL RAIZAL|CENTRO POBLADO|-75.64515283|6.087698733||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129008|ANTIOQUIA|CALDAS|LA CLARA|CENTRO POBLADO|-75.61982933|6.047920387||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129009|ANTIOQUIA|CALDAS|LA QUIEBRA|CENTRO POBLADO|-75.64827054|6.060262176||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129010|ANTIOQUIA|CALDAS|LA SALADA PARTE BAJA|CENTRO POBLADO|-75.62459952|6.049841617||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129011|ANTIOQUIA|CALDAS|LA TOLVA|CENTRO POBLADO|-75.63792188|6.059414028||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129012|ANTIOQUIA|CALDAS|LA VALERIA|CENTRO POBLADO|-75.64798844|6.093381653||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129013|ANTIOQUIA|CALDAS|LA AGUACATALA|CENTRO POBLADO|-75.64315414|6.103493728||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
05|05129|05129015|ANTIOQUIA|CALDAS|LA CHUSCALA|CENTRO POBLADO|-75.63957893|6.08288389||MUNICIPIO|AREA METROPOLITANA DEL VALLE DE ABURRÁ
